7.42138	16.4926	0
7.67296	17.2479	0
7.92453	18.2551	0
8.1761	19.5141	0
8.1761	20.7731	0
8.1761	22.032	0
8.1761	23.291	0
8.1761	24.55	0
8.1761	25.809	0
8.1761	27.0679	0
8.42767	28.3269	0
8.67924	29.5859	0
8.93082	30.8449	0
9.18239	32.1038	0
9.43396	33.3628	0
9.43396	34.6218	0
9.43396	35.8807	0
9.18239	37.1397	0
8.67924	38.3987	0
7.92453	39.4059	0
6.91824	40.1613	0
5.66038	40.6649	0
4.40251	40.9166	0
3.14465	40.9166	0
1.88679	40.9166	0
0.628929	40.9166	0
-0.628932	40.9166	0
-1.88679	40.9166	0
-3.14465	40.9166	0
-4.40252	40.9166	0
-5.66038	40.9166	0
-6.91824	40.9166	0
-8.1761	40.9166	0
-9.43396	40.9166	0
-10.6918	40.9166	0
-11.9497	40.6649	0
-13.2075	40.4131	0
-14.4654	39.9095	0
-15.4717	39.1541	0
-16.2264	38.1469	0
-16.7296	37.1397	0
-16.9811	35.8807	0
-16.9811	34.6218	0
-16.9811	33.3628	0
-16.9811	32.1038	0
-16.9811	30.8449	0
-16.7296	29.5859	0
-16.2264	28.3269	0
-15.4717	27.0679	0
-14.4654	25.809	0
-13.2075	24.55	0
-11.9497	23.5428	0
-10.6918	22.7874	0
-9.43396	22.032	0
-8.1761	21.5285	0
-6.91824	21.0249	0
-5.66038	20.5213	0
-4.40252	20.0177	0
-3.14465	19.5141	0
-1.88679	19.0105	0
-0.628932	18.7587	0
0.628929	18.2551	0
1.88679	17.7515	0
2.89308	17.4997	0
3.6478	17.2479	0
		
39.1195	4.65821	0
39.6226	5.1618	0
40.1258	5.91718	0
40.6289	6.92436	0
40.8805	8.18333	0
40.8805	9.4423	0
40.8805	10.7013	0
40.8805	11.9602	0
40.8805	13.2192	0
41.1321	14.4782	0
41.3836	15.7372	0
41.6352	16.9961	0
41.8868	18.2551	0
42.1384	19.5141	0
42.1384	20.7731	0
42.1384	22.032	0
42.1384	23.291	0
41.8868	24.55	0
41.6352	25.809	0
41.3836	27.0679	0
40.8805	28.3269	0
40.3773	29.5859	0
39.8742	30.8449	0
39.1195	31.852	0
38.1132	32.6074	0
37.1069	33.111	0
35.8491	33.3628	0
34.5912	33.6146	0
33.3333	33.8664	0
32.0755	34.1182	0
30.8176	34.37	0
29.5597	34.6218	0
28.3019	34.6218	0
27.044	34.6218	0
25.7862	34.8736	0
24.5283	35.1254	0
23.2704	35.3772	0
22.0126	35.629	0
20.7547	35.8807	0
19.4969	35.8807	0
18.239	36.1325	0
16.9811	36.3843	0
15.7233	36.6361	0
14.4654	36.8879	0
13.2075	37.1397	0
11.9497	36.8879	0
10.9434	36.3843	0
10.1887	35.629	0
9.68553	34.6218	0
9.43396	33.3628	0
9.18239	32.1038	0
8.93082	30.8449	0
8.67924	29.5859	0
8.42767	28.3269	0
8.1761	27.0679	0
8.1761	25.809	0
8.1761	24.55	0
8.1761	23.291	0
8.1761	22.032	0
8.1761	20.7731	0
8.1761	19.5141	0
8.1761	18.2551	0
8.1761	16.9961	0
8.1761	15.7372	0
8.1761	14.4782	0
8.1761	13.2192	0
8.42767	11.9602	0
8.93082	10.9531	0
9.68553	10.1977	0
10.6918	9.4423	0
11.9497	8.93871	0
13.2075	8.68692	0
14.4654	8.43513	0
15.7233	8.18333	0
16.9811	8.18333	0
18.239	8.18333	0
19.4969	7.93154	0
20.7547	7.67974	0
22.0126	7.17615	0
23.2704	6.67256	0
24.5283	6.16898	0
25.7862	5.91718	0
27.044	5.66539	0
28.3019	5.66539	0
29.5597	5.66539	0
30.8176	5.66539	0
32.0755	5.66539	0
33.3333	5.66539	0
34.3396	5.66539	0
35.0943	5.66539	0
		
-12.4528	-8.18333	0
-11.6981	-8.18333	0
-10.6918	-8.18333	0
-9.43396	-8.18333	0
-8.1761	-8.18333	0
-6.91824	-8.18333	0
-5.66038	-8.18333	0
-4.40252	-8.18333	0
-3.14465	-8.18333	0
-1.88679	-8.18333	0
-0.628932	-8.18333	0
0.628929	-7.93153	0
1.88679	-7.42794	0
